ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
51329,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,School;Books / Physical media,13,Less than 1 year,"Engineer, site reliability",20 to 99 employees,EUR European Euro,42000.0,Yearly,Bash/Shell;Go;Scala;SQL,Bash/Shell;C#;Go;Python,Elasticsearch;PostgreSQL,,AWS;DigitalOcean,AWS;DigitalOcean,,,,,Docker;Git;Kubernetes;Terraform,Git;Kubernetes;Terraform;Unity 3D;Unreal Engine,IntelliJ;PyCharm;Vim;Visual Studio Code,IntelliJ;PyCharm;Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later;Play games,Stack Overflow,Daily or almost daily,Not sure/can't remember,,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,45401.0
51350,"I used to be a developer by profession, but no longer am",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",10,5,Product manager,,,,,Python,Dart,,,AWS;DigitalOcean,,Django;React.js,Django;Ruby on Rails,NumPy,Flutter,Terraform,,Visual Studio Code,Visual Studio Code,MacOS,Google it,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,,None of the above,Appropriate in length,Easy,
51419,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",7,2,"Developer, full-stack",100 to 499 employees,EUR European Euro,33082.0,Yearly,Elixir;HTML/CSS;JavaScript,Clojure;Elixir;HTML/CSS,MySQL,,AWS,,React.js;Svelte,Svelte,,,Docker;Git,Git,IntelliJ;PyCharm;Sublime Text;Visual Studio Code;Webstorm,Visual Studio Code,MacOS,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,,Too short,Easy,35761.0
51463,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Colleague;Books / Physical media",30,7,"Developer, back-end",100 to 499 employees,EUR European Euro,2600.0,Monthly,Bash/Shell;Go;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,Bash/Shell;Go;Haskell;Perl;Rust;Scala;SQL,Elasticsearch;MongoDB;PostgreSQL;SQLite,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS,AWS;Google Cloud Platform,Vue.js,,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games;Panic,Stack Overflow,Less than once per month or monthly,No,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,33732.0
51567,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",20,10,"Developer, full-stack;Data scientist or machine learning specialist","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,,,JavaScript;Node.js;Python;SQL,Clojure;JavaScript;Julia;Node.js;Python;SQL,PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,Django;Express;Flask;React.js,Django;Express;Flask;React.js,NumPy;Pandas,NumPy;Pandas;React Native;TensorFlow,Docker;Git,Ansible;Docker;Git;Kubernetes;Yarn,Emacs;IPython/Jupyter,Emacs;IPython/Jupyter,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
52279,I code primarily as a hobby,"Student, part-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum",Less than 1 year,,,,,,,Java,Kotlin,Microsoft SQL Server,Microsoft SQL Server;Oracle,Google Cloud Platform,,,,.NET Framework,,Unity 3D;Unreal Engine,,Android Studio;Notepad++;Visual Studio Code,Eclipse;Visual Studio,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Exchange,Less than once per month or monthly,Not sure/can't remember,,"No, not really",No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,
52364,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",12,9,DevOps specialist,20 to 99 employees,EUR European Euro,4400.0,Monthly,Node.js,Node.js,MySQL;PostgreSQL,MongoDB;PostgreSQL,Google Cloud Platform,Google Cloud Platform,,,,,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,Atom,Atom,Linux-based,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,A few times per month or weekly,Neutral,Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,57072.0
52583,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",10,7,"Engineer, data;Data scientist or machine learning specialist",100 to 499 employees,EUR European Euro,48000.0,Yearly,Python;SQL,Python,,,AWS,Google Cloud Platform,Flask,FastAPI,Keras;NumPy;Pandas,,Docker,Docker;Kubernetes;Terraform,IPython/Jupyter;Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,I have an anxiety disorder,Appropriate in length,Easy,51887.0
52591,I am a developer by profession,Employed part-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",10,6,"Developer, front-end;Developer, desktop or enterprise applications;Student;Educator",20 to 99 employees,EUR European Euro,2400.0,Monthly,Bash/Shell;C;HTML/CSS;Java;JavaScript;Matlab;PHP;SQL;TypeScript,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle,MariaDB;MySQL,Heroku,,React.js,Express;React.js;Spring,,,Docker;Git;Yarn,Docker;Git,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio Code;Webstorm,IntelliJ;Notepad++;Visual Studio Code;Webstorm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,31128.0
52634,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,11,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Student",10 to 19 employees,EUR European Euro,,Monthly,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript,Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,MongoDB,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,,,Angular;Express;React.js,Angular;React.js,React Native;TensorFlow,React Native;TensorFlow;Torch/PyTorch,Docker;Git,Docker;Git,Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,
53122,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",4,2,"Developer, mobile",500 to 999 employees,EUR European Euro,1955.0,Monthly,Java;Kotlin,Kotlin,SQLite,SQLite,,,,,,,Git,Git,Android Studio,Android Studio,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25356.0
53779,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Online Forum;Friend or family member;Books / Physical media,25,12,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist",10 to 19 employees,EUR European Euro,85000.0,Yearly,Dart;Haskell;HTML/CSS;JavaScript;Node.js;Scala;TypeScript,Haskell;HTML/CSS;JavaScript;Node.js;Rust;TypeScript,DynamoDB;Elasticsearch;PostgreSQL,Elasticsearch;PostgreSQL;Redis,AWS,AWS,Gatsby;React.js,Gatsby;React.js,Flutter;TensorFlow,TensorFlow,Docker;Terraform,Docker,Visual Studio Code;Xcode,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,Neutral,Yes,35-44 years old,Prefer not to say,No,Prefer not to say,Prefer not to say,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,91883.0
54204,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Forum;Colleague;Books / Physical media,20,11,"Developer, mobile;Developer, back-end;Developer, embedded applications or devices;Product manager",20 to 99 employees,EUR European Euro,3750.0,Monthly,C#;Java;JavaScript;VBA,Kotlin;Node.js,Microsoft SQL Server;PostgreSQL;SQLite,,,,,,.NET Framework,,,,Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,48648.0
54301,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",20,20,"Developer, mobile;Developer, front-end","1,000 to 4,999 employees",EUR European Euro,2500.0,Weekly,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Ruby;Swift,,SQLite,,,,Angular;Angular.js;ASP.NET;ASP.NET Core ,,,,Docker;Git,,Android Studio;Sublime Text;Visual Studio Code;Xcode,,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,135100.0
54556,I code primarily as a hobby,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",5,,,,,,,Bash/Shell;C;C#;HTML/CSS;JavaScript;LISP;Node.js;Python;Rust;TypeScript,Crystal;Elixir;Haskell;Rust,PostgreSQL;SQLite,PostgreSQL,,,Vue.js,Svelte;Vue.js,,,Docker;Git;Unity 3D,Ansible;Deno;Docker;Git,Emacs;Neovim;Visual Studio Code,Emacs;Neovim,Linux-based,Call a coworker or friend;Google it;Do other work and come back later;Play games,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Under 18 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Too long,Easy,
54636,I am a developer by profession,"Not employed, but looking for work",Portugal,,,Some college/university study without earning a degree,11 - 17 years,Coding Bootcamp;Online Courses or Certification;Books / Physical media,4,,,,,,,HTML/CSS;JavaScript;TypeScript,Haskell,,,,,React.js,,,,Git;Yarn,Git,Visual Studio Code,Visual Studio Code,Linux-based,Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"Or, in your own words:",Appropriate in length,Easy,
54957,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",18 - 24 years,School,10,10,Academic researcher,20 to 99 employees,EUR European Euro,2100.0,Monthly,C++;HTML/CSS;Java;JavaScript;Matlab;Python;R;SQL,Python;R,Microsoft SQL Server;MySQL;PostgreSQL,,,,Django,,NumPy,NumPy;Pandas,Git,Git,IPython/Jupyter;Notepad++;RStudio;Vim,RStudio,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Woman,No,,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,27240.0
55084,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Colleague",10,6,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",500 to 999 employees,EUR European Euro,,,Dart;Elixir;JavaScript;TypeScript,,DynamoDB;PostgreSQL,,AWS,,React.js,React.js;Svelte,Flutter,Flutter,Git;Yarn,Git,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Gay or Lesbian,Hispanic or Latino/a/x,None of the above,I have an anxiety disorder,Appropriate in length,Easy,
55159,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,Books / Physical media,15,9,"Developer, mobile","10,000 or more employees",EUR European Euro,50000.0,Yearly,Groovy;Java;Kotlin;Python;SQL,Kotlin;Python;SQL,PostgreSQL;SQLite,PostgreSQL;SQLite,Microsoft Azure,,,,React Native,,Git,Git,Android Studio;IntelliJ;Visual Studio Code;Xcode,Android Studio;IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Meditate,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,54049.0
55414,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague",5,Less than 1 year,"Developer, front-end;Developer, back-end;Developer, embedded applications or devices","1,000 to 4,999 employees",EUR European Euro,1400.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Python,MongoDB,DynamoDB;MongoDB,AWS;Heroku,AWS,Express;Laravel;Vue.js,Express;Vue.js,,,Docker;Git;Kubernetes,Deno;Docker;Git;Kubernetes,Android Studio;Atom;Notepad++;Visual Studio Code;Webstorm,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,18156.0
55527,I am a student who is learning to code,"Student, full-time",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",4,,,,,,,C;Java;JavaScript;SQL,C;C++;HTML/CSS;JavaScript;Node.js;Python,MySQL;Oracle,MariaDB;MongoDB;MySQL;Oracle,,,,,,,Git,Docker;Git;Kubernetes,Eclipse;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Google it;Watch help / tutorial videos;Play games;Panic,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,,I have an anxiety disorder,Too long,Easy,
